,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
3670,Yes,9,No,No,Fiber optic,Yes,No,One year,Yes,90.35,No
3671,Yes,44,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.6,No
3672,No,40,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.5,Yes
3673,No,32,No,Yes,Fiber optic,No,No,Month-to-month,No,84.15,Yes
3674,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.0,No
3675,Yes,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
3676,No,41,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.25,No
3679,No,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,94.4,No
3680,No,60,No,Yes,Fiber optic,Yes,No,One year,Yes,97.95,No
3681,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,105.6,No
3682,No,3,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,99.0,Yes
3683,No,52,Yes,Yes,DSL,Yes,Yes,One year,Yes,81.4,No
3684,Yes,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,68.05,No
3685,Yes,12,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.5,Yes
3686,Yes,58,No,Yes,Fiber optic,Yes,No,One year,Yes,105.2,No
3687,Yes,68,No,Yes,DSL,No,Yes,Two year,No,70.8,No
3688,Yes,6,No,Yes,DSL,Yes,Yes,Two year,No,40.55,No
3689,Yes,57,Yes,Yes,DSL,No,Yes,Month-to-month,No,65.2,No
3690,No,34,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.35,No
3691,Yes,47,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.3,No
3692,No,5,No,No,Fiber optic,No,No,Month-to-month,No,75.6,No
3693,Yes,31,No,No,DSL,Yes,Yes,Month-to-month,No,54.35,No
3694,Yes,23,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.1,No
3695,Yes,35,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No
3696,No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.7,No
3697,Yes,28,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.9,Yes
3698,Yes,9,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,65.0,Yes
3699,Yes,8,Yes,No,DSL,No,Yes,Two year,Yes,44.55,No
3700,No,47,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.35,No
3701,Yes,36,Yes,Yes,DSL,No,No,One year,No,53.65,No
3702,Yes,56,No,Yes,Fiber optic,Yes,Yes,One year,Yes,99.75,No
3703,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,No
3704,No,24,No,No,DSL,Yes,Yes,Month-to-month,No,34.25,No
3705,No,55,Yes,No,DSL,Yes,Yes,Two year,Yes,59.2,No
3706,No,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,95.65,No
3707,Yes,66,No,Yes,Fiber optic,Yes,No,One year,Yes,104.9,No
3708,No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,No
3709,No,10,No,No,DSL,No,Yes,Two year,Yes,29.6,No
3710,No,28,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,No
3711,No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.45,No
3712,No,24,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.55,Yes
3713,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.0,No
3714,No,15,No,No,Fiber optic,No,No,Month-to-month,No,75.65,Yes
3715,No,70,No,Yes,DSL,Yes,Yes,Two year,No,72.95,No
3716,No,20,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.65,No
3717,No,9,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.05,No
3719,Yes,44,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
3720,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.8,No
3721,Yes,70,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.2,No
3722,Yes,20,Yes,No,Fiber optic,Yes,Yes,One year,No,94.3,No
3723,No,34,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,No
3724,No,54,No,Yes,Fiber optic,No,No,Two year,Yes,97.2,No
3725,No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,No
3726,No,39,No,Yes,Fiber optic,No,No,Month-to-month,No,90.7,No
3727,No,57,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,104.9,No
3728,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,85.05,Yes
3730,No,30,Yes,Yes,DSL,No,No,Month-to-month,Yes,74.75,No
3731,Yes,49,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,No
3732,No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
3734,No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,46.35,No
3735,Yes,54,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,86.2,No
3736,No,42,No,No,DSL,Yes,Yes,Two year,Yes,78.45,No
3737,No,51,No,No,Fiber optic,Yes,No,One year,Yes,98.85,No
3738,No,15,No,Yes,Fiber optic,No,No,Month-to-month,No,89.0,No
3739,No,23,Yes,No,DSL,Yes,No,One year,Yes,78.55,No
3740,Yes,3,No,No,DSL,Yes,No,Month-to-month,Yes,50.15,Yes
3741,Yes,43,No,Yes,DSL,No,No,Month-to-month,No,50.2,No
3742,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,114.6,No
3743,No,46,Yes,Yes,DSL,Yes,Yes,Two year,No,65.65,No
3744,No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.55,No
3745,No,45,Yes,No,DSL,Yes,No,Month-to-month,Yes,75.95,No
3746,No,52,Yes,No,DSL,Yes,No,One year,Yes,64.3,No
3747,Yes,19,No,No,DSL,Yes,No,Month-to-month,Yes,49.6,No
3748,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,95.05,Yes
3750,No,18,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.55,No
3751,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,Yes
3752,Yes,38,No,Yes,DSL,Yes,No,One year,No,78.95,No
3753,No,24,No,Yes,DSL,No,No,Month-to-month,Yes,49.7,No
3754,No,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,104.8,No
3755,No,8,Yes,No,DSL,No,No,Month-to-month,Yes,30.45,Yes
3756,No,1,No,No,DSL,No,No,Month-to-month,Yes,55.3,No
3757,No,6,No,No,DSL,No,No,Month-to-month,Yes,44.4,No
3759,No,42,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,103.8,No
3760,Yes,45,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.9,No
3761,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No
3762,Yes,55,Yes,No,DSL,Yes,Yes,Two year,Yes,85.1,No
3763,No,69,Yes,Yes,DSL,No,Yes,Two year,Yes,60.05,No
3764,No,34,No,No,DSL,No,Yes,Month-to-month,No,65.0,No
3765,Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
3766,No,23,No,No,Fiber optic,Yes,No,Month-to-month,No,90.15,No
3767,No,5,No,No,DSL,Yes,Yes,Month-to-month,No,67.95,Yes
3768,Yes,26,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,No
3769,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,74.4,No
3770,No,11,No,Yes,DSL,No,No,One year,Yes,61.25,No
3771,No,40,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.3,Yes
3772,No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,80.4,No
3773,No,26,No,No,DSL,No,Yes,Month-to-month,No,49.15,No
3774,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,No
3775,Yes,53,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,108.25,No
3776,No,18,No,No,DSL,No,Yes,Month-to-month,Yes,50.3,No
3777,Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.85,No
3778,No,6,Yes,Yes,DSL,No,Yes,Month-to-month,No,50.95,No
3779,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,81.1,Yes
3780,Yes,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.1,Yes
3781,No,66,Yes,Yes,Fiber optic,No,Yes,One year,No,89.0,No
3782,No,1,No,No,DSL,No,No,Month-to-month,Yes,49.95,Yes
3783,No,42,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,94.4,No
3784,No,52,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.6,No
3785,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,74.45,No
3786,Yes,37,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.8,No
3787,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.9,No
3788,No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,50.95,No
3789,No,43,Yes,No,DSL,Yes,No,One year,Yes,80.2,No
3790,No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.85,Yes
3791,Yes,4,No,No,DSL,No,No,Month-to-month,No,50.85,Yes
3792,Yes,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
3793,Yes,34,Yes,Yes,DSL,Yes,Yes,Two year,No,84.75,No
3794,No,14,No,No,DSL,No,Yes,Month-to-month,Yes,66.6,No
3795,Yes,25,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,58.6,Yes
3796,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,87.05,Yes
3797,Yes,30,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.05,Yes
3798,No,63,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.5,No
3799,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No
3800,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,91.4,Yes
3802,Yes,66,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,90.95,No
3803,No,5,No,Yes,DSL,No,No,Month-to-month,Yes,51.0,Yes
3804,Yes,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.75,No
3805,No,46,Yes,Yes,Fiber optic,Yes,No,One year,Yes,95.65,No
3806,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.45,No
3807,Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,66.5,No
3808,No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
3809,No,66,No,Yes,DSL,Yes,No,One year,No,45.55,No
3810,Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.6,No
3811,No,23,No,No,Fiber optic,No,No,Month-to-month,No,75.6,Yes
3812,Yes,18,Yes,Yes,DSL,No,Yes,One year,Yes,61.5,No
3813,Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.25,No
3814,Yes,3,No,Yes,DSL,Yes,No,Month-to-month,Yes,56.15,Yes
3815,No,32,No,No,Fiber optic,No,No,Month-to-month,No,85.3,Yes
3816,No,64,Yes,Yes,Fiber optic,No,No,One year,Yes,100.3,No
3817,No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No
3818,Yes,46,Yes,No,Fiber optic,Yes,Yes,Two year,No,99.65,No
3819,No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.2,No
3820,Yes,38,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,No
3821,Yes,11,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
3822,No,43,Yes,No,DSL,Yes,Yes,Two year,Yes,78.8,No
3823,Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,No
3824,Yes,64,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.9,No
3825,No,8,Yes,No,DSL,No,No,Month-to-month,Yes,60.0,No
3826,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,75.5,Yes
3827,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.55,Yes
3828,No,2,No,Yes,DSL,No,No,Month-to-month,No,51.4,No
3829,Yes,41,Yes,Yes,DSL,Yes,No,One year,No,70.2,No
3830,No,66,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.05,No
3831,No,25,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.15,No
3832,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
3833,No,69,No,Yes,DSL,No,No,Two year,Yes,61.45,No
3834,Yes,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.35,No
3835,No,22,No,No,Fiber optic,No,No,Month-to-month,No,89.25,Yes
3836,Yes,53,Yes,Yes,Fiber optic,Yes,No,One year,No,95.95,No
3837,No,61,No,No,Fiber optic,No,Yes,One year,No,101.15,No
3838,No,9,No,No,Fiber optic,No,No,Month-to-month,No,69.05,No
3839,No,3,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.8,No
3840,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,94.1,No
3841,Yes,49,No,Yes,DSL,No,No,One year,Yes,51.8,Yes
3842,No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,94.55,Yes
3843,No,16,No,No,DSL,No,No,Month-to-month,Yes,63.05,No
3844,No,39,Yes,Yes,Fiber optic,No,No,One year,No,99.1,No
3845,No,13,Yes,No,Fiber optic,No,No,Month-to-month,Yes,73.75,No
3846,Yes,29,Yes,No,DSL,No,No,Month-to-month,Yes,60.2,No
3847,No,34,No,No,Fiber optic,Yes,No,Month-to-month,No,100.85,No
3848,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
3849,No,43,No,No,DSL,Yes,Yes,One year,No,44.15,No
3850,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.85,No
3851,No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,75.15,No
3852,Yes,72,Yes,No,DSL,Yes,No,Two year,Yes,53.8,No
3853,No,10,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.7,Yes
3854,Yes,41,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,79.9,Yes
3855,Yes,62,Yes,Yes,Fiber optic,No,No,One year,Yes,81.45,No
3856,No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,74.2,No
3857,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.5,No
3858,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,94.75,No
3859,No,44,No,No,Fiber optic,No,No,Month-to-month,Yes,96.1,Yes
3860,No,8,No,No,DSL,Yes,Yes,Month-to-month,Yes,64.4,No
3861,No,56,Yes,Yes,DSL,No,Yes,One year,Yes,64.65,No
3862,No,1,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,No
3864,No,21,Yes,No,DSL,No,Yes,Month-to-month,Yes,43.55,No
3865,Yes,24,Yes,No,DSL,No,No,One year,No,74.8,No
3866,Yes,33,Yes,No,DSL,Yes,No,One year,No,74.75,No
3867,No,26,Yes,Yes,DSL,Yes,No,One year,No,47.85,No
3868,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.9,No
3869,No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,96.85,No
3870,No,70,No,Yes,DSL,Yes,No,One year,Yes,44.05,No
3871,No,29,No,No,DSL,No,No,One year,Yes,24.85,No
3872,No,42,No,Yes,DSL,No,No,Month-to-month,Yes,49.55,No
3873,No,1,No,No,DSL,No,No,Month-to-month,No,24.4,No
3874,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.0,Yes
3875,No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,No
3876,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,No
3877,No,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,80.8,No
3878,No,15,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,101.35,Yes
3879,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.3,Yes
3880,No,41,No,No,Fiber optic,Yes,Yes,One year,Yes,101.1,No
3881,No,34,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.95,Yes
3882,No,8,Yes,No,Fiber optic,No,No,Month-to-month,No,75.0,Yes
3883,No,51,No,No,Fiber optic,No,No,One year,No,87.55,No
3884,No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,Yes
3885,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,88.8,Yes
3886,No,38,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,102.6,No
3887,No,71,No,Yes,DSL,Yes,Yes,Two year,Yes,61.4,No
3888,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.9,No
3889,No,63,Yes,Yes,DSL,Yes,Yes,One year,No,68.8,No
3890,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.4,No
3891,Yes,4,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.5,No
3892,No,50,No,No,Fiber optic,No,Yes,One year,Yes,100.65,No
3893,No,9,No,No,Fiber optic,Yes,No,Month-to-month,No,98.3,Yes
3894,No,48,No,Yes,DSL,Yes,Yes,Two year,No,78.9,No
3895,No,47,No,Yes,DSL,No,Yes,Two year,No,59.6,No
3896,Yes,11,Yes,No,DSL,No,No,Month-to-month,Yes,29.6,No
3897,No,1,No,No,DSL,No,No,Month-to-month,No,44.15,No
3898,No,59,No,Yes,DSL,No,Yes,One year,Yes,80.1,No
3899,No,31,No,No,Fiber optic,Yes,No,One year,Yes,93.8,No
3900,No,57,No,No,Fiber optic,No,Yes,Two year,Yes,90.45,No
3901,Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,No
3902,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No
3903,No,39,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.45,Yes
3904,Yes,8,Yes,Yes,DSL,No,Yes,Two year,Yes,76.15,No
3905,No,43,Yes,Yes,DSL,No,Yes,Two year,No,86.45,No
3906,No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,86.45,No
3907,No,1,Yes,Yes,DSL,No,No,Month-to-month,No,61.15,No
3908,No,66,Yes,Yes,DSL,Yes,Yes,Two year,No,68.75,No
3909,No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.95,No
3910,No,12,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.35,Yes
3911,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,55.65,No
3912,No,59,Yes,No,DSL,No,Yes,One year,Yes,69.1,No
3913,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,95.25,Yes
3914,No,41,No,Yes,DSL,No,No,One year,Yes,56.3,No
3915,No,6,No,No,DSL,Yes,No,Month-to-month,No,60.9,No
3916,No,46,Yes,No,Fiber optic,No,No,Month-to-month,No,85.0,Yes
3917,No,7,No,No,DSL,No,No,Month-to-month,Yes,44.65,No
3918,No,50,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.05,Yes
3919,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.85,No
3920,No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.45,Yes
3921,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.05,No
3922,Yes,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
3923,Yes,60,Yes,Yes,DSL,Yes,Yes,One year,Yes,65.85,No
3924,No,39,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.65,Yes
3925,No,29,Yes,No,Fiber optic,Yes,No,One year,No,90.1,No
3926,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.0,No
3927,No,28,No,Yes,Fiber optic,No,Yes,One year,Yes,91.25,No
3928,No,22,No,No,Fiber optic,No,No,Month-to-month,No,83.05,No
3929,No,50,Yes,No,Fiber optic,Yes,No,Two year,Yes,105.05,No
3930,No,38,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.25,No
3931,Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.15,No
3932,Yes,21,Yes,No,DSL,Yes,No,One year,Yes,55.95,Yes
3933,Yes,43,No,Yes,DSL,No,No,Month-to-month,No,29.3,No
3934,No,71,Yes,No,Fiber optic,Yes,No,One year,Yes,104.1,No
3935,No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,81.7,Yes
3936,Yes,41,No,Yes,Fiber optic,Yes,Yes,One year,Yes,109.1,No
3938,No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.95,No
3939,No,3,No,No,DSL,No,No,Month-to-month,Yes,54.2,No
3941,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,76.05,Yes
3942,No,49,Yes,No,DSL,No,No,One year,Yes,55.35,No
3943,Yes,34,No,No,DSL,No,Yes,Two year,Yes,40.55,No
3944,Yes,32,Yes,Yes,Fiber optic,Yes,No,One year,No,94.8,No
3945,No,4,Yes,Yes,DSL,No,No,Month-to-month,No,54.7,No
3946,Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.7,No
3947,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,71.45,No
3948,No,49,Yes,Yes,DSL,Yes,No,One year,No,71.8,No
3949,Yes,2,No,Yes,DSL,No,No,Month-to-month,No,51.55,No
3950,No,68,Yes,Yes,DSL,Yes,No,Two year,No,70.95,No
3951,Yes,16,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.8,No
3952,No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.95,No
3953,Yes,7,Yes,No,DSL,No,No,Month-to-month,No,50.7,No
3954,No,1,No,No,Fiber optic,No,Yes,Month-to-month,Yes,84.8,Yes
3955,No,31,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,72.45,No
3956,No,23,No,No,DSL,No,Yes,Month-to-month,Yes,73.65,No
3957,No,5,Yes,No,DSL,No,Yes,Month-to-month,No,54.2,Yes
3958,No,24,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,No
3959,No,58,Yes,Yes,DSL,Yes,Yes,One year,Yes,71.1,No
3960,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.85,No
3961,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.1,Yes
3962,No,2,No,No,DSL,No,No,Month-to-month,Yes,44.7,Yes
3963,No,52,No,No,DSL,Yes,Yes,Two year,Yes,80.95,No
3964,No,11,No,No,DSL,No,No,Month-to-month,Yes,35.8,No
3965,Yes,43,No,No,Fiber optic,Yes,No,Month-to-month,Yes,92.55,No
3966,No,7,No,No,DSL,Yes,Yes,Month-to-month,No,62.8,No
3967,Yes,38,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.25,Yes
3968,No,6,No,No,DSL,No,Yes,Month-to-month,Yes,49.65,Yes
3969,Yes,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,No
3970,Yes,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,No
3971,No,8,No,No,DSL,Yes,No,Month-to-month,Yes,29.4,Yes
3972,No,36,No,Yes,Fiber optic,Yes,No,One year,Yes,104.8,No
3973,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,76.45,Yes
3974,No,30,No,No,Fiber optic,No,Yes,Month-to-month,Yes,101.5,No
3975,No,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.55,Yes
3976,Yes,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.7,Yes
3977,Yes,72,Yes,Yes,DSL,Yes,No,Two year,Yes,70.65,No
3978,Yes,67,Yes,No,Fiber optic,No,Yes,One year,Yes,94.35,Yes
3979,Yes,54,Yes,No,DSL,Yes,Yes,Two year,No,69.95,No
3980,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
3981,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
3982,No,42,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,99.45,Yes
3983,No,23,No,Yes,Fiber optic,Yes,No,Month-to-month,No,84.25,No
3984,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.2,No
3985,No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,No
3986,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.4,No
3987,No,26,No,No,DSL,No,Yes,Month-to-month,Yes,66.05,No
3988,No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.25,Yes
3989,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.0,Yes
3990,Yes,60,Yes,No,DSL,Yes,Yes,Two year,No,59.85,No
3991,No,10,Yes,No,DSL,No,No,Month-to-month,No,29.75,No
3992,No,25,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,No
3993,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.7,No
3994,No,44,No,No,Fiber optic,Yes,Yes,Month-to-month,No,104.15,No
3995,No,22,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.75,Yes
3996,Yes,30,No,No,DSL,Yes,Yes,One year,Yes,64.5,No
3997,Yes,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.8,No
3998,No,10,Yes,No,Fiber optic,No,No,Month-to-month,No,98.55,Yes
3999,No,40,Yes,Yes,DSL,Yes,No,One year,Yes,42.35,Yes
4000,No,43,Yes,Yes,DSL,No,Yes,Month-to-month,No,66.25,No
4001,No,33,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,No
4002,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,Yes
4004,No,66,No,Yes,Fiber optic,No,No,One year,Yes,88.9,No
4005,No,9,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.9,Yes
4006,No,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.8,No
4007,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.6,No
4008,No,36,Yes,No,DSL,No,No,Two year,No,31.05,No
4009,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,65.1,No
4010,No,56,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.45,Yes
4011,Yes,1,No,No,DSL,Yes,No,Month-to-month,No,50.45,Yes
4012,No,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.9,Yes
4013,No,51,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.45,No
4014,Yes,48,Yes,Yes,DSL,Yes,No,Two year,Yes,70.1,No
4015,No,31,Yes,No,DSL,Yes,Yes,Month-to-month,No,65.25,Yes
4016,No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,70.35,No
4017,Yes,63,Yes,Yes,DSL,Yes,No,Two year,No,83.5,No
4018,No,60,Yes,No,Fiber optic,No,Yes,Two year,Yes,97.2,No
4019,No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No
4020,No,16,No,Yes,Fiber optic,No,No,Month-to-month,Yes,86.25,No
4021,No,28,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.7,Yes
4022,No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.25,No
4023,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,No
